Rd,Pick,School,Pos,B/T,Class,TeamId,TeamNm,FirstNm,LastNm,FullNm,BonusType,BonusAmount,Year
15,458,--,3B,L/R,--,110.0,Baltimore Orioles, J.C.,Escarra, J.C. Escarra,SignedBonus,125000.0,2017
16,488,--,P,R/L,--,110.0,Baltimore Orioles, Logan,Allen, Logan Allen,SignedBonus,0.0,2017
17,518,--,SS,S/R,--,110.0,Baltimore Orioles, Greg,Jones, Greg Jones,SignedBonus,0.0,2017
18,548,Northeast Guilford (NC) HS,OF,R/R,--,110.0,Baltimore Orioles, Jacob,Brown, Jacob Brown,SignedBonus,125000.0,2017
19,578,Coatsville Area (PA) HS,P,R/R,--,110.0,Baltimore Orioles, Adam,Stauffer, Adam Stauffer,SignedBonus,125000.0,2017
20,608,--,P,R/R,--,110.0,Baltimore Orioles, Scott,Burke, Scott Burke,SignedBonus,5000.0,2017
21,638,Angel David (PR) HS,C,R/R,--,110.0,Baltimore Orioles, Jose,Montanez, Jose Montanez,SignedBonus,125000.0,2017
22,668,South Dakota State,C,L/R,--,110.0,Baltimore Orioles, Luke,Ringhofer, Luke Ringhofer,SignedBonus,125000.0,2017
23,698,--,C,R/R,--,110.0,Baltimore Orioles, Bryndan,Arredondo, Bryndan Arredondo,SignedBonus,5000.0,2017
24,728,Lambrick Park (BC) HS,SS,R/R,--,110.0,Baltimore Orioles, Jason,Willow, Jason Willow,SignedBonus,0.0,2017
25,758,Connecticut,3B,R/R,--,110.0,Baltimore Orioles, Willy,Yahn, Willy Yahn,SignedBonus,125000.0,2017
26,788,--,P,L/L,--,110.0,Baltimore Orioles, Cameron,Bishop, Cameron Bishop,SignedBonus,0.0,2017
27,818,Missouri Baptist,P,R/R,--,110.0,Baltimore Orioles, Nick,Vichio, Nick Vichio,SignedBonus,125000.0,2017
28,848,Charlotte,OF,R/R,--,110.0,Baltimore Orioles, Zach,Jarrett, Zach Jarrett,SignedBonus,2500.0,2017
29,878,Sonoma State (CA),P,L/L,--,110.0,Baltimore Orioles, Matthew,Hammonds, Matthew Hammonds,SignedBonus,2500.0,2017
1,27,--,P,L/L,--,112.0,Chicago Cubs, Brendon,Little, Brendon Little,SignedBonus,2200000.0,2017
1,30,--,P,R/R,--,112.0,Chicago Cubs, Alex,Lange, Alex Lange,SignedBonus,1930000.0,2017
2,67,--,P,R/R,--,112.0,Chicago Cubs, Cory,Abbott, Cory Abbott,SignedBonus,901900.0,2017
3,105,--,P,R/R,--,112.0,Chicago Cubs, Keegan,Thompson, Keegan Thompson,SignedBonus,511900.0,2017
4,135,--,P,R/R,--,112.0,Chicago Cubs, Erich,Uelmen, Erich Uelmen,SignedBonus,382300.0,2017
5,165,--,LF,R/R,--,112.0,Chicago Cubs, Nelson,Velazquez, Nelson Velazquez,SignedBonus,400000.0,2017
6,195,--,P,S/R,--,112.0,Chicago Cubs, Jeremiah,Estrada, Jeremiah Estrada,SignedBonus,1000000.0,2017
7,225,--,P,R/L,--,112.0,Chicago Cubs, Tyler,Thomas, Tyler Thomas,SignedBonus,175500.0,2017
8,255,--,3B,R/R,--,112.0,Chicago Cubs, Austin,Filiere, Austin Filiere,SignedBonus,148500.0,2017
9,285,Memphis,OF,R/R,--,112.0,Chicago Cubs, Chris,Carrier, Chris Carrier,SignedBonus,5000.0,2017
10,315,--,P,R/R,--,112.0,Chicago Cubs, Brian,Glowicki, Brian Glowicki,SignedBonus,5000.0,2017
11,345,Creighton,P,R/R,--,112.0,Chicago Cubs, Rollie,Lacy, Rollie Lacy,SignedBonus,125000.0,2017
12,375,--,P,R/R,--,112.0,Chicago Cubs, Ben,Hecht, Ben Hecht,SignedBonus,125000.0,2017
13,405,--,IF,L/R,--,112.0,Chicago Cubs, Austin,Upshaw, Austin Upshaw,SignedBonus,100000.0,2017
14,435,Melendez Torres (PR) HS,SS,R/R,--,112.0,Chicago Cubs, Luis,Vazquez, Luis Vazquez,SignedBonus,125000.0,2017
15,465,Old Dominion,1B,L/R,--,112.0,Chicago Cubs, Jared,Young, Jared Young,SignedBonus,100000.0,2017
16,495,Michigan State,CF,S/L,--,112.0,Chicago Cubs, Brandon,Hughes, Brandon Hughes,SignedBonus,125000.0,2017
17,525,--,P,L/R,--,112.0,Chicago Cubs, Peyton,Remy, Peyton Remy,SignedBonus,125000.0,2017
18,555,Hawaii,P,R/R,--,112.0,Chicago Cubs, Casey,Ryan, Casey Ryan,SignedBonus,3000.0,2017
19,585,Charleston Southern,CF,R/R,--,112.0,Chicago Cubs, Chris,Singleton, Chris Singleton,SignedBonus,100000.0,2017
20,615,Holy Cross,P,R/R,--,112.0,Chicago Cubs, Brendan,King, Brendan King,SignedBonus,1000.0,2017
21,645,San Diego,P,R/R,--,112.0,Chicago Cubs, Sean,Barry, Sean Barry,SignedBonus,5000.0,2017
22,675,--,SS,R/R,--,112.0,Chicago Cubs, Skyler,Messinger, Skyler Messinger,SignedBonus,0.0,2017
23,705,--,P,R/R,--,112.0,Chicago Cubs, Brady,Miller, Brady Miller,SignedBonus,50000.0,2017
24,735,Wallace State CC,P,R/R,--,112.0,Chicago Cubs, Braxton,Light, Braxton Light,SignedBonus,50000.0,2017
25,765,King (TN),P,R/R,--,112.0,Chicago Cubs, Mitch,Stophel, Mitch Stophel,SignedBonus,1000.0,2017
26,795,--,P,R/R,--,112.0,Chicago Cubs, Bryce,Bonnin, Bryce Bonnin,SignedBonus,0.0,2017
27,825,--,P,R/R,--,112.0,Chicago Cubs, Darius,Vines, Darius Vines,SignedBonus,0.0,2017
28,855,--,OF,L/L,--,112.0,Chicago Cubs, Kier,Meredith, Kier Meredith,SignedBonus,0.0,2017
29,885,Santa Clara,P,R/R,--,112.0,Chicago Cubs, Jake,Steffens, Jake Steffens,SignedBonus,3000.0,2017
1,11,--,3B,R/R,--,145.0,Chicago White Sox, Jake,Burger, Jake Burger,SignedBonus,3700000.0,2017
2,49,--,1B,L/L,--,145.0,Chicago White Sox, Gavin,Sheets, Gavin Sheets,SignedBonus,2000000.0,2017
3,87,--,CF,L/L,--,145.0,Chicago White Sox, Luis,González, Luis González,SignedBonus,517000.0,2017
4,117,--,P,R/R,--,145.0,Chicago White Sox, Lincoln,Henzman, Lincoln Henzman,SignedBonus,450000.0,2017
5,147,--,P,R/R,--,145.0,Chicago White Sox, Tyler,Johnson, Tyler Johnson,SignedBonus,390000.0,2017
6,177,--,P,R/R,--,145.0,Chicago White Sox, Kade,McClure, Kade McClure,SignedBonus,330000.0,2017
7,207,--,C,L/R,--,145.0,Chicago White Sox, Evan,Skoug, Evan Skoug,SignedBonus,300000.0,2017
8,237,Curtis (WA) HS,1B,L/R,--,145.0,Chicago White Sox, Sam,Abbott, Sam Abbott,SignedBonus,200000.0,2017
9,267,--,LF,L/R,--,145.0,Chicago White Sox, Craig,Dedelow, Craig Dedelow,SignedBonus,10000.0,2017
10,297,Oklahoma,P,R/R,--,145.0,Chicago White Sox, J.B.,Olson, J.B. Olson,SignedBonus,10000.0,2017
11,327,--,P,L/R,--,145.0,Chicago White Sox, Will,Kincanon, Will Kincanon,SignedBonus,150000.0,2017
12,357,--,IF,L/R,--,145.0,Chicago White Sox, Justin,Yurchak, Justin Yurchak,SignedBonus,150000.0,2017
13,387,--,2B,R/R,--,145.0,Chicago White Sox, Tate,Blackman, Tate Blackman,SignedBonus,100000.0,2017
14,417,--,LF,L/L,--,145.0,Chicago White Sox, Alex,Destino, Alex Destino,SignedBonus,125000.0,2017
15,447,Gonzaga,RF,L/R,--,145.0,Chicago White Sox, Tyler,Frost, Tyler Frost,SignedBonus,75000.0,2017
16,477,Louisville,OF,R/R,--,145.0,Chicago White Sox, Logan,Taylor, Logan Taylor,SignedBonus,5000.0,2017
17,507,Oklahoma State,P,R/R,--,145.0,Chicago White Sox, Blake,Battenfield, Blake Battenfield,SignedBonus,50000.0,2017
18,537,--,P,R/R,--,145.0,Chicago White Sox, Hunter,Kiel, Hunter Kiel,SignedBonus,30000.0,2017
19,567,--,P,R/R,--,145.0,Chicago White Sox, Anthony,Herron Jr., Anthony Herron Jr.,SignedBonus,125000.0,2017
20,597,--,2B,L/R,--,145.0,Chicago White Sox, David,Cronin, David Cronin,SignedBonus,15000.0,2017
21,627,--,P,L/L,--,145.0,Chicago White Sox, John,Parke, John Parke,SignedBonus,30000.0,2017
22,657,South Carolina - Aiken,P,R/L,--,145.0,Chicago White Sox, Joseph,Benitez, Joseph Benitez,SignedBonus,2500.0,2017
23,687,UC Irvine,SS,R/R,--,145.0,Chicago White Sox, Mikey,Duarte, Mikey Duarte,SignedBonus,1000.0,2017
24,717,--,P,R/R,--,145.0,Chicago White Sox, Vince,Arobio, Vince Arobio,SignedBonus,1000.0,2017
25,747,Texas-Rio Grande Valley,OF,R/R,--,145.0,Chicago White Sox, Jose,Garcia, Jose Garcia,SignedBonus,1000.0,2017
26,777,Azusa Pacific (CA),OF,L/L,--,145.0,Chicago White Sox, Michael,Staudinger, Michael Staudinger,SignedBonus,1000.0,2017
27,807,UC Santa Barbara,SS,L/R,--,145.0,Chicago White Sox, JJ,Muno, JJ Muno,SignedBonus,1000.0,2017
28,837,Tampa,SS,R/R,--,145.0,Chicago White Sox, Laz,Rivera, Laz Rivera,SignedBonus,1000.0,2017
29,867,Michigan State,P,R/L,--,145.0,Chicago White Sox, Joe,Mockbee, Joe Mockbee,SignedBonus,1000.0,2017
30,897,--,P,L/L,--,145.0,Chicago White Sox, Ryan,Erickson, Ryan Erickson,SignedBonus,1000.0,2017
1,2,--,P,R/R,--,113.0,Cincinnati Reds, Hunter,Greene, Hunter Greene,SignedBonus,7230000.0,2017
CBA,32,--,SS,R/R,--,113.0,Cincinnati Reds, Jeter,Downs, Jeter Downs,SignedBonus,1820000.0,2017
2,38,--,OF,R/R,--,113.0,Cincinnati Reds, Stuart,Fairchild, Stuart Fairchild,SignedBonus,1800000.0,2017
3,77,--,P,L/L,--,113.0,Cincinnati Reds, Jacob,Heatherly, Jacob Heatherly,SignedBonus,1050000.0,2017
4,107,--,SS,L/R,--,113.0,Cincinnati Reds, Cash,Case, Cash Case,SignedBonus,997500.0,2017
5,137,--,P,R/R,--,113.0,Cincinnati Reds, Mac,Sceroler, Mac Sceroler,SignedBonus,297500.0,2017
6,167,--,P,R/R,--,113.0,Cincinnati Reds, Tyler,Buffett, Tyler Buffett,SignedBonus,70000.0,2017
7,197,--,C,R/R,--,113.0,Cincinnati Reds, Mark,Kolozsvary, Mark Kolozsvary,SignedBonus,150000.0,2017
8,227,Illinois - Chicago,P,R/R,--,113.0,Cincinnati Reds, Connor,Ryan, Connor Ryan,SignedBonus,10000.0,2017
9,257,--,P,R/L,--,113.0,Cincinnati Reds, Packy,Naughton, Packy Naughton,SignedBonus,137500.0,2017
10,287,--,P,R/R,--,113.0,Cincinnati Reds, Robby,Howell, Robby Howell,SignedBonus,10000.0,2017
11,317,Lackawanna (PA),P,R/R,--,113.0,Cincinnati Reds, Jared,Solomon, Jared Solomon,SignedBonus,207500.0,2017
12,347,--,P,R/R,--,113.0,Cincinnati Reds, Tommy,Mace, Tommy Mace,SignedBonus,0.0,2017
13,377,Walters State CC,P,L/R,--,113.0,Cincinnati Reds, Ricky,Karcher, Ricky Karcher,SignedBonus,125000.0,2017
14,407,--,RF,L/R,--,113.0,Cincinnati Reds, Brody,Wofford, Brody Wofford,SignedBonus,0.0,2017
15,437,Rose Hills (KS) HS,CF,L/R,--,113.0,Cincinnati Reds, Nate,Scantlin, Nate Scantlin,SignedBonus,125000.0,2017
16,467,--,P,L/R,--,113.0,Cincinnati Reds, Ryan,Nutof, Ryan Nutof,SignedBonus,125000.0,2017
17,497,--,P,R/R,--,113.0,Cincinnati Reds, Junior,Harding, Junior Harding,SignedBonus,105000.0,2017
18,527,Rochester,P,R/R,--,113.0,Cincinnati Reds, John,Ghyzel, John Ghyzel,SignedBonus,83000.0,2017
19,557,--,P,L/L,--,113.0,Cincinnati Reds, Seth,Lonsway, Seth Lonsway,SignedBonus,0.0,2017
20,587,--,1B,R/R,--,113.0,Cincinnati Reds, Blake,Wiggins, Blake Wiggins,SignedBonus,50000.0,2017
21,617,--,P,R/R,--,113.0,Cincinnati Reds, Christian,Lindsay-Young, Christian Lindsay-Young,SignedBonus,0.0,2017
22,647,--,1B,L/L,--,113.0,Cincinnati Reds, Justin,Bellinger, Justin Bellinger,SignedBonus,125000.0,2017
23,677,--,P,R/R,--,113.0,Cincinnati Reds, Adrian,Chacon, Adrian Chacon,SignedBonus,2000.0,2017
24,707,Iowa Central CC,P,R/R,--,113.0,Cincinnati Reds, Anderson,DeLeon, Anderson DeLeon,SignedBonus,10000.0,2017
25,737,--,P,R/R,--,113.0,Cincinnati Reds, Doug,Norman, Doug Norman,SignedBonus,125000.0,2017
26,767,--,P,R/R,--,113.0,Cincinnati Reds, Tyler,Brown, Tyler Brown,SignedBonus,0.0,2017
27,797,--,SS,R/R,--,113.0,Cincinnati Reds, Clay,Fisher, Clay Fisher,SignedBonus,0.0,2017
28,827,Woodbridge (NJ) HS,P,R/L,--,113.0,Cincinnati Reds, Harrison,Rutkowski, Harrison Rutkowski,SignedBonus,0.0,2017
29,857,--,RF,L/R,--,113.0,Cincinnati Reds, AJ,Bumpass, AJ Bumpass,SignedBonus,0.0,2017
2,64,--,CF,R/R,--,114.0,Cleveland Indians, Quentin,Holmes, Quentin Holmes,SignedBonus,988970.0,2017
CBB,71,--,SS,R/R,--,114.0,Cleveland Indians, Tyler,Freeman, Tyler Freeman,SignedBonus,816500.0,2017
3,102,--,OF,R/R,--,114.0,Cleveland Indians, Johnathan,Rodriguez, Johnathan Rodriguez,SignedBonus,450000.0,2017
4,132,--,SS,R/R,--,114.0,Cleveland Indians, Ernie,Clement, Ernie Clement,SignedBonus,350000.0,2017
5,162,--,OF,L/L,--,114.0,Cleveland Indians, Austen,Wade, Austen Wade,SignedBonus,293800.0,2017
6,192,--,C,R/R,--,114.0,Cleveland Indians, Mike,Rivera, Mike Rivera,SignedBonus,200000.0,2017
7,222,--,P,L/L,--,114.0,Cleveland Indians, Kirk,McCarty, Kirk McCarty,SignedBonus,250000.0,2017
8,252,--,P,R/R,--,114.0,Cleveland Indians, Eli,Morgan, Eli Morgan,SignedBonus,135000.0,2017
9,282,--,P,R/R,--,114.0,Cleveland Indians, James,Karinchak, James Karinchak,SignedBonus,138300.0,2017
10,312,--,2B,L/R,--,114.0,Cleveland Indians, Jesse,Berardi, Jesse Berardi,SignedBonus,131300.0,2017
11,342,Miami Palmetto (FL) HS,P,L/L,--,114.0,Cleveland Indians, Matt,Turner, Matt Turner,SignedBonus,200000.0,2017
12,372,Torrance (CA) HS,P,R/R,--,114.0,Cleveland Indians, Dante,Mendoza, Dante Mendoza,SignedBonus,125000.0,2017
13,402,"Northampton CC, PA",C,R/R,--,114.0,Cleveland Indians, Angel,Lopez Alvarez, Angel Lopez Alvarez,SignedBonus,80000.0,2017
14,432,--,3B,R/R,--,114.0,Cleveland Indians, Oscar,Serratos, Oscar Serratos,SignedBonus,0.0,2017
15,462,--,P,L/L,--,114.0,Cleveland Indians, Kyle,Nelson, Kyle Nelson,SignedBonus,125000.0,2017
16,492,Iowa,P,R/R,--,114.0,Cleveland Indians, Nick,Gallagher, Nick Gallagher,SignedBonus,125000.0,2017
17,522,--,OF,R/R,--,114.0,Cleveland Indians, Pedro,Alfonseca, Pedro Alfonseca,SignedBonus,100000.0,2017
18,552,--,2B,R/R,--,114.0,Cleveland Indians, Dillon,Persinger, Dillon Persinger,SignedBonus,125000.0,2017
19,582,--,P,R/R,--,114.0,Cleveland Indians, Josh,Nashed, Josh Nashed,SignedBonus,75000.0,2017
20,612,--,P,R/R,--,114.0,Cleveland Indians, Jonathan,Teaney, Jonathan Teaney,SignedBonus,125000.0,2017
21,642,Indiana State,SS,S/R,--,114.0,Cleveland Indians, Tyler,Friis, Tyler Friis,SignedBonus,100000.0,2017
22,672,--,CF,L/L,--,114.0,Cleveland Indians, Clark,Scolamiero, Clark Scolamiero,SignedBonus,75000.0,2017
23,702,--,P,R/R,--,114.0,Cleveland Indians, Jordan,Scheftz, Jordan Scheftz,SignedBonus,100000.0,2017
24,732,Freed Hardeman (TN),P,R/R,--,114.0,Cleveland Indians, Riley,Echols, Riley Echols,SignedBonus,5000.0,2017
25,762,--,P,R/R,--,114.0,Cleveland Indians, Chandler,Ferguson, Chandler Ferguson,SignedBonus,125000.0,2017
26,792,--,P,R/R,--,114.0,Cleveland Indians, Tommy,DeJuneas, Tommy DeJuneas,SignedBonus,75000.0,2017
27,822,--,C,S/R,--,114.0,Cleveland Indians, Casey,Opitz, Casey Opitz,SignedBonus,0.0,2017
28,852,Michigan,P,R/L,--,114.0,Cleveland Indians, Michael,Hendrickson, Michael Hendrickson,SignedBonus,125000.0,2017
29,882,Ohio State,OF,L/L,--,114.0,Cleveland Indians, Tre,Gantt, Tre Gantt,SignedBonus,100000.0,2017
30,912,College of Idaho,P,L/L,--,114.0,Cleveland Indians, Zach,Draper, Zach Draper,SignedBonus,5000.0,2017
2,48,--,SS,R/R,--,115.0,Colorado Rockies, Ryan,Vilade, Ryan Vilade,SignedBonus,1430000.0,2017
CBB,70,--,P,R/R,--,115.0,Colorado Rockies, Tommy,Doyle, Tommy Doyle,SignedBonus,837300.0,2017
3,86,--,P,R/R,--,115.0,Colorado Rockies, Will,Gaddis, Will Gaddis,SignedBonus,600000.0,2017
4,116,--,P,L/R,--,115.0,Colorado Rockies, Pearson,McMahan, Pearson McMahan,SignedBonus,430000.0,2017
5,146,--,P,R/L,--,115.0,Colorado Rockies, Nick,Kennedy, Nick Kennedy,SignedBonus,343100.0,2017
6,176,--,1B,L/R,--,115.0,Colorado Rockies, Chad,Spanberger, Chad Spanberger,SignedBonus,260200.0,2017
7,206,--,P,L/L,--,115.0,Colorado Rockies, Lucas,Gilbreath, Lucas Gilbreath,SignedBonus,203400.0,2017
8,236,--,2B,L/R,--,115.0,Colorado Rockies, Bret,Boswell, Bret Boswell,SignedBonus,162800.0,2017
9,266,--,1B,R/R,--,115.0,Colorado Rockies, Sean,Bouchard, Sean Bouchard,SignedBonus,143400.0,2017
10,296,Pepperdine,C,S/R,--,115.0,Colorado Rockies, Austin,Bernard, Austin Bernard,SignedBonus,72000.0,2017
11,326,--,P,L/L,--,115.0,Colorado Rockies, Hunter,Williams, Hunter Williams,SignedBonus,125000.0,2017
12,356,--,IF,R/R,--,115.0,Colorado Rockies, Matt,McLaughlin, Matt McLaughlin,SignedBonus,125000.0,2017
13,386,Polk State CC,P,R/R,--,115.0,Colorado Rockies, Shameko,Smith, Shameko Smith,SignedBonus,125000.0,2017
14,416,McLennan CC,C,R/R,--,115.0,Colorado Rockies, Nic,Motley, Nic Motley,SignedBonus,125000.0,2017
15,446,--,P,R/R,--,115.0,Colorado Rockies, Colton,Hathcock, Colton Hathcock,SignedBonus,100000.0,2017
16,476,San Diego State,SS,R/R,--,115.0,Colorado Rockies, Alan,Trejo, Alan Trejo,SignedBonus,100000.0,2017
17,506,Gonzaga,3B,S/R,--,115.0,Colorado Rockies, Jeff,Bohling, Jeff Bohling,SignedBonus,2000.0,2017
18,536,--,P,R/R,--,115.0,Colorado Rockies, Garrett,Schilling, Garrett Schilling,SignedBonus,125000.0,2017
19,566,George Washington,P,R/R,--,115.0,Colorado Rockies, Joey,Bartosic, Joey Bartosic,SignedBonus,2000.0,2017
20,596,--,OF,R/R,--,115.0,Colorado Rockies, Casey,Golden, Casey Golden,SignedBonus,10000.0,2017
21,626,Louisiana Tech,P,R/R,--,115.0,Colorado Rockies, Nate,Harris, Nate Harris,SignedBonus,1000.0,2017
22,656,--,OF,R/R,--,115.0,Colorado Rockies, Daniel,Jipping, Daniel Jipping,SignedBonus,75000.0,2017
23,686,Mercer County CC,3B,L/R,--,115.0,Colorado Rockies, Danny,Edgeworth, Danny Edgeworth,SignedBonus,1000.0,2017
24,716,--,P,R/R,--,115.0,Colorado Rockies, Jesse,Lepore, Jesse Lepore,SignedBonus,75000.0,2017
25,746,Murray State (KY),P,R/R,--,115.0,Colorado Rockies, Derrik,Watson, Derrik Watson,SignedBonus,5000.0,2017
26,776,--,RF,S/S,--,115.0,Colorado Rockies, Aubrey,McCarty, Aubrey McCarty,SignedBonus,40000.0,2017
27,806,Abilene Christian (TX),P,L/R,--,115.0,Colorado Rockies, Brandon,Lambright, Brandon Lambright,SignedBonus,1000.0,2017
28,836,UCLA,OF,L/R,--,115.0,Colorado Rockies, Brett,Stephens, Brett Stephens,SignedBonus,1000.0,2017
29,866,Villanova,IF,R/R,--,115.0,Colorado Rockies, Todd,Czinege, Todd Czinege,SignedBonus,1000.0,2017
30,896,Tennessee,2B,R/R,--,115.0,Colorado Rockies, Jeff,Moberg, Jeff Moberg,SignedBonus,1000.0,2017
1,18,--,P,R/R,--,116.0,Detroit Tigers, Alex,Faedo, Alex Faedo,SignedBonus,3500000.0,2017
2,57,--,OF,L/R,--,116.0,Detroit Tigers, Reynaldo,Rivera, Reynaldo Rivera,SignedBonus,850000.0,2017
3,95,--,C,R/R,--,116.0,Detroit Tigers, Joey,Morgan, Joey Morgan,SignedBonus,564000.0,2017
4,125,--,P,R/R,--,116.0,Detroit Tigers, Gio,Arriera, Gio Arriera,SignedBonus,325000.0,2017
5,155,--,C,R/R,--,116.0,Detroit Tigers, Sam,McMillan, Sam McMillan,SignedBonus,1000000.0,2017
6,185,--,P,R/R,--,116.0,Detroit Tigers, Dane,Myers, Dane Myers,SignedBonus,241600.0,2017
7,215,--,P,R/R,--,116.0,Detroit Tigers, Brad,Bass, Brad Bass,SignedBonus,189100.0,2017
8,245,--,P,L/L,--,116.0,Detroit Tigers, Max,Green, Max Green,SignedBonus,20000.0,2017
9,275,--,LF,L/L,--,116.0,Detroit Tigers, Luke,Burch, Luke Burch,SignedBonus,15000.0,2017
10,305,--,LF,R/L,--,116.0,Detroit Tigers, Garrett,McCain, Garrett McCain,SignedBonus,132600.0,2017
11,335,--,P,R/R,--,116.0,Detroit Tigers, Garett,King, Garett King,SignedBonus,125000.0,2017
12,365,Stephen F. Austin State,P,R/R,--,116.0,Detroit Tigers, Will,Vest, Will Vest,SignedBonus,100000.0,2017
13,395,St. Bonaventure,SS,L/R,--,116.0,Detroit Tigers, Cole,Peterson, Cole Peterson,SignedBonus,125000.0,2017
14,425,Chandler (AZ) HS,CF,L/R,--,116.0,Detroit Tigers, Antoine,Mistico, Antoine Mistico,SignedBonus,0.0,2017
15,455,--,RF,R/R,--,116.0,Detroit Tigers, Teddy,Hoffman, Teddy Hoffman,SignedBonus,100000.0,2017
16,485,Lamar,P,R/R,--,116.0,Detroit Tigers, Carson,Lance, Carson Lance,SignedBonus,125000.0,2017
17,515,Pennsylvania,P,R/R,--,116.0,Detroit Tigers, Billy,Lescher, Billy Lescher,SignedBonus,100000.0,2017
18,545,Kent State,RF,R/R,--,116.0,Detroit Tigers, Dylan,Rosa, Dylan Rosa,SignedBonus,75000.0,2017
19,575,--,3B,R/R,--,116.0,Detroit Tigers, Ryan,Karstetter, Ryan Karstetter,SignedBonus,125000.0,2017
20,605,Southern Mississippi,1B,R/R,--,116.0,Detroit Tigers, Dyla,Burdeaux, Dyla Burdeaux,SignedBonus,2500.0,2017
21,635,Nevada,3B,L/R,--,116.0,Detroit Tigers, Jordan,Pearce, Jordan Pearce,SignedBonus,90000.0,2017
22,665,--,3B,R/R,--,116.0,Detroit Tigers, Colby,Bortles, Colby Bortles,SignedBonus,1500.0,2017
23,695,Winona State (MN),P,L/L,--,116.0,Detroit Tigers, Mitchel,Stalsberg, Mitchel Stalsberg,SignedBonus,45000.0,2017
24,725,Missouri State,P,R/L,--,116.0,Detroit Tigers, Jordan,Knutson, Jordan Knutson,SignedBonus,0.0,2017
25,755,SUNY Binghamton,P,R/R,--,116.0,Detroit Tigers, Dylan,Stock, Dylan Stock,SignedBonus,75000.0,2017
26,785,Memphis,P,R/L,--,116.0,Detroit Tigers, Drew,Crosby, Drew Crosby,SignedBonus,50000.0,2017
27,815,Michigan,IF,L/R,--,116.0,Detroit Tigers, Jake,Bivens, Jake Bivens,SignedBonus,100000.0,2017
28,845,--,IF,R/R,--,116.0,Detroit Tigers, Cam,Warner, Cam Warner,SignedBonus,1500.0,2017
29,875,--,P,R/L,--,116.0,Detroit Tigers, Grant,Reuss, Grant Reuss,SignedBonus,75000.0,2017
30,905,Northwestern Ohio,P,R/R,--,116.0,Detroit Tigers, Kyle,Thomas, Kyle Thomas,SignedBonus,1500.0,2017
1,15,--,P,R/R,--,117.0,Houston Astros, J.B.,Bukauskas, J.B. Bukauskas,SignedBonus,3600000.0,2017
2,53,--,3B,R/R,--,117.0,Houston Astros, Joe,Perez, Joe Perez,SignedBonus,1600000.0,2017
2,56,--,P,R/R,--,117.0,Houston Astros, Corbin,Martin, Corbin Martin,SignedBonus,1000000.0,2017
CBB,75,--,1B,L/R,--,117.0,Houston Astros, J.J.,Matijevic, J.J. Matijevic,SignedBonus,700000.0,2017
3,91,--,P,R/R,--,117.0,Houston Astros, Tyler,Ivey, Tyler Ivey,SignedBonus,450000.0,2017
4,121,--,P,R/R,--,117.0,Houston Astros, Peter,Solomon, Peter Solomon,SignedBonus,420000.0,2017
5,151,Bassett (VA) HS,C,L/R,--,117.0,Houston Astros, Nathan,Perry, Nathan Perry,SignedBonus,230000.0,2017
6,181,Iowa,1B,R/R,--,117.0,Houston Astros, Jake,Adams, Jake Adams,SignedBonus,210000.0,2017
7,211,--,P,L/L,--,117.0,Houston Astros, Parker,Mushinski, Parker Mushinski,SignedBonus,195300.0,2017
8,241,--,OF,R/R,--,117.0,Houston Astros, Corey,Julks, Corey Julks,SignedBonus,140000.0,2017
9,271,--,C,S/R,--,117.0,Houston Astros, Michael,Papierski, Michael Papierski,SignedBonus,140000.0,2017
10,301,--,P,R/R,--,117.0,Houston Astros, Kyle,Serrano, Kyle Serrano,SignedBonus,203000.0,2017
11,331,--,P,L/R,--,117.0,Houston Astros, Brandon,Bielak, Brandon Bielak,SignedBonus,150000.0,2017
12,361,Seminole State College (OK),OF,L/R,--,117.0,Houston Astros, Jonathan,Lacroix, Jonathan Lacroix,SignedBonus,125000.0,2017
13,391,Nebraska,CF,R/L,--,117.0,Houston Astros, Jake,Meyers, Jake Meyers,SignedBonus,125000.0,2017
14,421,Angel David (PR) HS,CF,L/L,--,117.0,Houston Astros, Carlos,Diaz, Carlos Diaz,SignedBonus,125000.0,2017
15,451,West Virginia,3B,R/R,--,117.0,Houston Astros, Kyle,Davis, Kyle Davis,SignedBonus,125000.0,2017
16,481,--,1B,R/R,--,117.0,Houston Astros, Adrian,Tovalin, Adrian Tovalin,SignedBonus,125000.0,2017
17,511,--,P,R/R,--,117.0,Houston Astros, Matt,Ruppenthal, Matt Ruppenthal,SignedBonus,125000.0,2017
18,541,Tusculum (TN),P,L/L,--,117.0,Houston Astros, Tim,Hardy, Tim Hardy,SignedBonus,75000.0,2017
19,571,San Diego,1B,R/R,--,117.0,Houston Astros, Roman,Garcia, Roman Garcia,SignedBonus,1000.0,2017
20,601,Tennessee,P,R/R,--,117.0,Houston Astros, Hunter,Martin, Hunter Martin,SignedBonus,1000.0,2017
21,631,Millersville (PA),RF,R/L,--,117.0,Houston Astros, Chas,McCormick, Chas McCormick,SignedBonus,1000.0,2017
22,661,--,OF,L/L,--,117.0,Houston Astros, Patrick,Mathis, Patrick Mathis,SignedBonus,100000.0,2017
23,691,Missouri,C,S/R,--,117.0,Houston Astros, Brett,Bond, Brett Bond,SignedBonus,0.0,2017
24,721,--,P,R/R,--,117.0,Houston Astros, Alex,House, Alex House,SignedBonus,30000.0,2017
25,751,--,SS,R/R,--,117.0,Houston Astros, Marty,Costes, Marty Costes,SignedBonus,0.0,2017
